citing_opinion_id,citation,antecedent_name,candidate_oids
13455,2001 ND 33,K.L.G. v. S.L.N.,13319|13320
13455,622 N.W.2d 232,,13319|13320
13527,2001 ND 33,K.L.G. v. S.L.N.,13319|13320
13527,622 N.W.2d 232,,13319|13320
13433,599 N.W.2d 337,,12978|12979
13432,599 N.W.2d 337,,12978|12979
13431,624 N.W.2d 686,,13351|13352
13431,1998 ND 129,Interest of L.F.,12709|12710
13431,580 N.W.2d 573,,12709|12710
13431,625 N.W.2d 533,,13362|13363
13431,602 N.W.2d 697,,13029|13030
13431,601 N.W.2d 253,,13010|13011
13431,1998 ND 181,Interest of A.S.,12763|12764
13431,584 N.W.2d 853,,12763|12764
13439,1999 ND 216,In re D.E.G.,13029|13030
13439,602 N.W.2d 697,,13029|13030
13453,1997 ND 134,Matter of B.E.M.,12478|12479
13453,566 N.W.2d 414,,12478|12479
13420,606 N.W.2d 108,,13076|13077
13436,606 N.W.2d 108,,13076|13077
13435,583 N.W.2d 385,,12737|12738
13430,624 N.W.2d 686,,13351|13352
13430,1998 ND 129,Interest of L.F.,12709|12710
13430,580 N.W.2d 573,,12709|12710
13430,625 N.W.2d 533,,13362|13363
13430,602 N.W.2d 697,,13029|13030
13430,601 N.W.2d 253,,13010|13011
13430,1998 ND 181,Interest of A.S.,12763|12764
13430,584 N.W.2d 853,,12763|12764
18383,624 N.W.2d 686,,13351|13352
18383,625 N.W.2d 533,,13362|13363
13394,583 N.W.2d 385,,12737|12738
13388,1998 ND 15,Interest of R.D.B.,12628|12629
13388,575 N.W.2d 420,,12628|12629
13387,1998 ND 15,Interest of R.D.B.,12628|12629
13387,575 N.W.2d 420,,12628|12629
13407,112 N.W. 965,,305|306
13396,88 N.W. 1023,,5851|5852
13414,606 N.W.2d 108,,13076|13077
13409,2001 ND 71,In re D.N.,13351|13352
13409,624 N.W.2d 686,,13351|13352
13409,2001 ND 68,In re M.S.,13349|13350
13409,624 N.W.2d 678,,13349|13350
13409,1999 ND 195,In re A.M.,13010|13011
13409,601 N.W.2d 253,,13010|13011
13409,1998 ND 181,Interest of A.S.,12763|12764
13409,584 N.W.2d 853,,12763|12764
13408,2001 ND 71,In re D.N.,13351|13352
13408,624 N.W.2d 686,,13351|13352
13408,2001 ND 68,In re M.S.,13349|13350
13408,624 N.W.2d 678,,13349|13350
13408,601 N.W.2d 253,,13010|13011
13408,1998 ND 181,Interest of A.S.,12763|12764
13408,584 N.W.2d 853,,12763|12764
13417,606 N.W.2d 108,,13076|13077
13416,1998 ND 181,Interest of A.S.,12763|12764
13416,584 N.W.2d 853,,12763|12764
13416,1998 ND 129,Interest of L.F.,12709|12710
13416,580 N.W.2d 573,,12709|12710
13416,1997 ND 9,Interest of A.E.,12353|12354
13416,559 N.W.2d 215,,12353|12354
13416,623 N.W.2d 418,,13338|13339
13416,619 N.W.2d 494,,13254|13255
13371,620 N.W.2d 156,,13276|13277
13371,609 N.W.2d 418,,13122|13123
13371,603 N.W.2d 176,,13036|13037
13371,599 N.W.2d 619,,12980|12981
13371,602 N.W.2d 268,,13020|13021
13370,620 N.W.2d 156,,13276|13277
13370,609 N.W.2d 418,,13122|13123
13370,603 N.W.2d 176,,13036|13037
13370,599 N.W.2d 619,,12980|12981
13370,602 N.W.2d 268,,13020|13021
13352,1999 ND 221,In re C.R.,13024|13025
13352,602 N.W.2d 520,,13024|13025
13352,1998 ND 129,Interest of L.F.,12709|12710
13352,580 N.W.2d 573,,12709|12710
13352,1998 ND 181,Interest of A.S.,12763|12764
13352,584 N.W.2d 853,,12763|12764
13352,1999 ND 195,In re A.M.,13010|13011
13352,601 N.W.2d 253,,13010|13011
13351,1999 ND 221,In re C.R.,13024|13025
13351,602 N.W.2d 520,,13024|13025
13351,1998 ND 129,Interest of L.F.,12709|12710
13351,580 N.W.2d 573,,12709|12710
13351,1998 ND 181,Interest of A.S.,12763|12764
13351,584 N.W.2d 853,,12763|12764
13351,601 N.W.2d 253,,13010|13011
13350,1999 ND 221,In re C.R.,13024|13025
13350,602 N.W.2d 520,,13024|13025
13350,1999 ND 195,In re A.M.,13010|13011
13350,601 N.W.2d 253,,13010|13011
13350,1998 ND 129,Interest of L.F.,12709|12710
13350,580 N.W.2d 573,,12709|12710
13349,1999 ND 221,In re C.R.,13024|13025
13349,602 N.W.2d 520,,13024|13025
13349,1999 ND 195,In re A.M.,13010|13011
13349,601 N.W.2d 253,,13010|13011
13349,1998 ND 129,Interest of L.F.,12709|12710
13349,580 N.W.2d 573,,12709|12710
13300,602 N.W.2d 268,,13020|13021
13300,2000 ND 87,Disciplinary Bd. v. McDonald,13122|13123
13300,609 N.W.2d 418,,13122|13123
13367,2000 ND 158,S.J.F.,13218|13219
13367,615 N.W.2d 533,,13218|13219
13339,1998 ND 181,Interest of A.S.,12763|12764
13339,584 N.W.2d 853,,12763|12764
13339,1998 ND 129,Interest of L.F.,12709|12710
13339,580 N.W.2d 573,,12709|12710
13338,584 N.W.2d 853,,12763|12764
13338,1998 ND 129,Interest of L.F.,12709|12710
13338,580 N.W.2d 573,,12709|12710
13363,619 N.W.2d 494,,13254|13255
13363,1998 ND 181,In the Interest of A.S.,12763|12764
13363,584 N.W.2d 853,,12763|12764
13363,1998 ND 129,In the Interest of L.F.,12709|12710
13363,580 N.W.2d 573,,12709|12710
13363,601 N.W.2d 253,,13010|13011
13363,602 N.W.2d 697,,13029|13030
13363,615 N.W.2d 511,,13213|13214
13355,589 N.W.2d 201,,12808|12809
13362,619 N.W.2d 494,,13254|13255
13362,1998 ND 181,In the Interest of A.S.,12763|12764
13362,584 N.W.2d 853,,12763|12764
13362,1998 ND 129,In the Interest of L.F.,12709|12710
13362,580 N.W.2d 573,,12709|12710
13362,601 N.W.2d 253,,13010|13011
13362,602 N.W.2d 697,,13029|13030
13362,615 N.W.2d 511,,13213|13214
13360,2000 ND 203,Logan v. Bush,13290|13291
13360,621 N.W.2d 314,,13290|13291
13324,612 N.W.2d 569,,13195|13196
13324,1998 ND 15,Interest of R.D.B.,12628|12629
13324,575 N.W.2d 420,,12628|12629
13345,2000 ND 158,In re S.J.F.,13218|13219
13345,615 N.W.2d 533,,13218|13219
13342,612 N.W.2d 277,,13186|13187
13342,612 N.W.2d 278,,13188|13189|13190
13341,612 N.W.2d 277,,13186|13187
13341,612 N.W.2d 278,,13188|13189|13190
13320,1997 ND 134,Interest of B.E.M.,12478|12479
13320,566 N.W.2d 414,,12478|12479
13344,2000 ND 158,In re S.J.F.,13218|13219
13344,615 N.W.2d 533,,13218|13219
13323,612 N.W.2d 569,,13195|13196
13323,1998 ND 15,Interest of R.D.B.,12628|12629
13323,575 N.W.2d 420,,12628|12629
13319,1997 ND 134,Interest of B.E.M.,12478|12479
13319,566 N.W.2d 414,,12478|12479
13316,2000 ND 158,In re S.J.F.,13218|13219
13316,615 N.W.2d 533,,13218|13219
13327,2000 ND 203,Logan v. Bush,13290|13291
13327,621 N.W.2d 314,,13290|13291
13327,2001 ND 33,K.L.G. v. S.L.N.,13319|13320
13327,622 N.W.2d 232,,13319|13320
13333,602 N.W.2d 697,,13029|13030
13311,1998 ND 114,,12687|12688
13311,579 N.W.2d 212,,12687|12688
13308,589 N.W.2d 201,,12808|12809
13308,583 N.W.2d 385,,12737|12738
13277,1999 ND 184,Disciplinary Bd. v. Dooley,12980|12981
13277,599 N.W.2d 619,,12980|12981
13276,1999 ND 184,Disciplinary Bd. v. Dooley,12980|12981
13276,599 N.W.2d 619,,12980|12981
13299,602 N.W.2d 268,,13020|13021
13299,2000 ND 87,Disciplinary Bd. v. McDonald,13122|13123
13299,609 N.W.2d 418,,13122|13123
13291,2000 ND 158,In re S.J.F.,13218|13219
13291,615 N.W.2d 533,,13218|13219
13262,606 N.W.2d 108,,13076|13077
13261,2000 ND 50,In re K.M.G.,13096|13097
13261,607 N.W.2d 248,,13096|13097
13294,1999 ND 182,In re J.K.,12978|12979
13294,599 N.W.2d 337,,12978|12979
13321,2000 ND 85,Rehabilitation,13134|13135
13321,609 N.W.2d 729,,13134|13135
13250,1998 ND 181,Interest of A.S.,12763|12764
13250,584 N.W.2d 853,,12763|12764
13255,602 N.W.2d 697,,13029|13030
13255,1998 ND 181,In the Interest of A.S.,12763|12764
13255,584 N.W.2d 853,,12763|12764
13255,1998 ND 129,In the Interest of L.F.,12709|12710
13255,580 N.W.2d 573,,12709|12710
13254,602 N.W.2d 697,,13029|13030
13254,584 N.W.2d 853,,12763|12764
13254,1998 ND 129,In the Interest of L.F.,12709|12710
13254,580 N.W.2d 573,,12709|12710
13273,606 N.W.2d 108,,13076|13077
13259,612 N.W.2d 561,,13193|13194
13259,1999 ND 182,In re J.K.,12978|12979
13259,599 N.W.2d 337,,12978|12979
13258,606 N.W.2d 108,,13076|13077
13241,618 N.W.2d 166,,13243|13244
13226,1997 ND 96,L.C. v. R.P.,12440|12441
13226,563 N.W.2d 799,,12440|12441
13223,606 N.W.2d 108,,13076|13077
13214,1998 ND 181,In re A.S.,12763|12764
13214,584 N.W.2d 853,,12763|12764
13214,1999 ND 195,In re A.M.,13010|13011
13214,601 N.W.2d 253,,13010|13011
13214,1999 ND 221,In re C.R.,13024|13025
13214,602 N.W.2d 520,,13024|13025
13213,1998 ND 181,In re A.S.,12763|12764
13213,584 N.W.2d 853,,12763|12764
13213,1999 ND 195,In re A.M.,13010|13011
13213,601 N.W.2d 253,,13010|13011
13213,1999 ND 221,In re C.R.,13024|13025
13213,602 N.W.2d 520,,13024|13025
13221,1998 ND 114,,12687|12688
13221,579 N.W.2d 212,,12687|12688
13220,2000 ND 46,In re S.R.A.,13101|13102
13220,607 N.W.2d 575,,13101|13102
13206,602 N.W.2d 268,,13020|13021
13196,1998 ND 15,Interest of R.D.B.,12628|12629
13196,575 N.W.2d 420,,12628|12629
13195,1998 ND 15,Interest of R.D.B.,12628|12629
13195,575 N.W.2d 420,,12628|12629
13190,1997 ND 148,In re Montgomery,12483|12484
13190,566 N.W.2d 426,,12483|12484
13240,1998 ND 181,In the Interest of A.S.,12763|12764
13240,584 N.W.2d 853,,12763|12764
13169,607 N.W.2d 248,,13096|13097
13168,607 N.W.2d 248,,13096|13097
13162,1999 ND 184,Disciplinary Bd. v. Dooley,12980|12981
13162,599 N.W.2d 619,,12980|12981
13162,2000 ND 87,Disciplinary Bd. v. McDonald,13122|13123
13162,609 N.W.2d 418,,13122|13123
13123,599 N.W.2d 619,,12980|12981
13123,603 N.W.2d 176,,13036|13037
13122,599 N.W.2d 619,,12980|12981
13122,603 N.W.2d 176,,13036|13037
13133,506 N.W.2d 368,B.H. v. K.D.,11481|11482
13107,1997 ND 96,L.C. v. R.P.,12440|12441
13107,563 N.W.2d 799,,12440|12441
13114,1998 ND 13,State v. Esparza,9485|12623
13084,1997 ND 96,L.C. v. R.P.,12440|12441
13084,563 N.W.2d 799,,12440|12441
13090,1998 ND 13,State v. Esparza,9485|12623
13037,1999 ND 184,Disciplinary Bd. v. Dooley,12980|12981
13037,599 N.W.2d 619,,12980|12981
13036,1999 ND 184,Disciplinary Bd. v. Dooley,12980|12981
13036,599 N.W.2d 619,,12980|12981
13050,1998 ND 149,,12737|12738
13050,583 N.W.2d 385,,12737|12738
13048,1997 ND 96,L.C. v. R.P.,12440|12441
13047,583 N.W.2d 385,,12737|12738
13047,589 N.W.2d 201,,12808|12809
13021,599 N.W.2d 619,Disciplinary Bd. v. Dooley,12980|12981
13021,1999 ND 184,,12980|12981
